representative,clustername,nObs,min_qupm,max_qupm,nCoeffsH0,nCoeffsH1,rssH0,rssH1,pEC50H1,slopeH1,pEC50_slopeH1,detected_effectH1,df1,df2,F_statistic,nObsRound,rssH1Squeezed,dataset,max_rank,rank,is_decoy,all_null,all_true,true_cumsum,null_cumsum,remaining_null,remaining_true,pi,FDR
yhhX,yhhX,50,4,13,10,24,1.28903275450203,0.811577120326562,2.30102999566398,-9.2792712041117,-0.0241177269879685,stability,14,26,1.20971212634257,50,0.0281918095446275,true,95243,13094,0,94300,943,454,12640,81660,489,0.598824393828068,0.166721152819092
phoP,phoP,40,2,13,8,20,0.490514784862316,0.294819623910638,3.29018523507221,4.57266880898209,0.0152759385985939,stability,12,20,1.20891563860386,40,0.0134897171965945,true,38784,5701,0,38400,384,170,5531,32869,214,0.651069396695975,0.211827343125026
argI,argI,20,2,2,4,12,0.305185910668449,0.151485034434876,3.30827288191129,-6.24820111866886,-0.00803715425123598,stability,8,8,1.20493013207971,20,0.015944998815853,true,49086,5312,0,48600,486,253,5069,43531,233,0.535250740851347,0.107240553572153
mdtC,mdtC,30,3,4,6,16,0.11338810999551,0.0573794395284129,3.42196053773623,11.0337384392974,0.00728128578959764,expression/solubility,10,14,1.20445138824157,30,0.00465013955846456,true,37370,5695,0,37000,370,161,5534,31466,209,0.664208987478548,0.228306368739521
pncC,pncC,50,6,8,10,24,0.158820459572708,0.0926710687028777,2.30102999566398,10.6735899220643,-0.0330771303905943,stability,14,26,1.19882906976971,50,0.00394130957435808,true,95243,13323,0,94300,943,455,12868,81432,488,0.599273013066116,0.169482310596369
crp,crp,40,5,15,8,20,1.35371433015278,0.833715523914282,3.20375352620218,9.66933946603744,-0.0039619002802887,stability,12,20,1.19824988891179,40,0.0361637703906334,true,38784,5799,0,38400,384,171,5628,32772,213,0.649945075064079,0.213911747512318
yicC,yicC,30,20,22,6,16,0.100141481495843,0.0498078525861463,3.30594332719011,6.41696814828255,0.00636046170142243,stability,10,14,1.19811182483244,30,0.00420107938728807,true,37370,5749,0,37000,370,162,5587,31413,208,0.662146245185114,0.228358708138842
hldD,hldD,50,7,19,10,24,2.71862858148941,1.72764701080788,2.30102999566398,-1.42697005360285,-0.0191127846201386,stability,14,26,1.19784460483435,50,0.0590931391435479,true,95243,13339,0,94300,943,456,12883,81417,487,0.598155176437353,0.168991954781632
gadB,gadB,50,3,4,10,24,0.138556897343196,0.079814376992789,2.30102999566398,6.29078915198687,-0.0349214662514378,stability,14,26,1.19622219161243,50,0.00350762119292201,true,95243,13371,0,94300,943,457,12914,81386,486,0.597154301722655,0.168745090863159
rsmF,rsmF,20,5,8,4,12,1.43864071821495,0.756862930089508,3.10784271775498,9.74411719474865,-0.0202467857972767,stability,8,8,1.19586244509872,20,0.0712642360038699,true,49086,5389,0,48600,486,254,5145,43455,232,0.533885628811414,0.108143368513178
bamB,bamB,50,11,16,10,24,0.24257318209701,0.146314384614846,2.90516147429983,-5.34715214505143,-0.00501361450327522,stability,14,26,1.1955882869583,50,0.00575083284654401,true,95243,13386,0,94300,943,458,12928,81372,485,0.596028117780072,0.168241299272069
rplW,rplW,40,5,6,8,20,0.499116382382557,0.301727633907514,4.2548853397674,-12.3360369117995,0.0111476159418115,stability,12,20,1.19365882031193,40,0.0137803718223452,true,38784,5830,0,38400,384,172,5658,32742,212,0.647486408893776,0.212992912879127
slyB,slyB,50,4,7,10,24,0.479272143650854,0.297822979471189,3.32791468455071,4.20643765742854,0.0240781635367328,stability,14,26,1.19325498411428,50,0.010861596856335,true,95243,13444,0,94300,943,459,12985,81315,484,0.59521613478448,0.168385218086633
yheO,yheO,30,5,9,6,16,0.132536830000822,0.0689491701393183,2.42904072875375,-9.28293553764193,-0.0253249730934948,expression/solubility,10,14,1.19160043095417,30,0.00533632400674665,true,37370,5799,0,37000,370,163,5636,31364,207,0.659992347914807,0.22820348913177
yejK,yejK,20,5,10,4,12,0.0832557162987441,0.0337896719488505,2.30102999566398,1.18568013735904,-0.0321703217618735,expression/solubility,8,8,1.19137080097013,20,0.00519003448691346,true,49086,5418,0,48600,486,255,5173,43427,231,0.531927142100537,0.10790820023867
msrC,msrC,50,3,6,10,24,0.274013088186403,0.16667067720011,3.42157923680876,0.387370606720646,0.0886532783968868,stability,14,26,1.19103895098086,50,0.00643750153102482,true,95243,13481,0,94300,943,460,13021,81279,483,0.59424943712398,0.16821134610416
malQ,malQ,20,13,19,4,12,0.0544152293432915,0.0183802513124019,3.31516202791691,1.27189861964495,0.0296368545785836,stability,8,8,1.19102582928037,20,0.00378192659061204,true,49086,5421,0,48600,486,256,5175,43425,230,0.52964881980426,0.10706768134715
cpoB,cpoB,50,3,8,10,24,0.95076843739811,0.600182209497397,2.38434299331921,-10.6676775916116,-0.0196851443466439,expression/solubility,14,26,1.1890202913644,50,0.0210609302493434,true,95243,13526,0,94300,943,461,13065,81235,482,0.593340308980119,0.168155989952826
fbaB,fbaB,50,16,21,10,24,0.089738831951426,0.0487933228434258,4.30102999566398,10.1769651736695,0.00233926630587749,expression/solubility,14,26,1.18831267809897,50,0.0024612034154839,true,95243,13541,0,94300,943,462,13079,81221,481,0.592211373905763,0.16765221989856
galK,galK,30,3,13,6,16,0.894112416203427,0.516074486595854,3.24313247342054,-13.1140251530258,0.0155697395817431,stability,10,14,1.18675723902795,30,0.0318546975889708,true,37370,5848,0,37000,370,164,5684,31316,206,0.657810703793588,0.227987563436753
folX,folX,50,5,10,10,24,0.185690421727789,0.110345460184105,3.3238516121908,-1.21165923521777,0.0217634551173465,expression/solubility,14,26,1.18606499003829,50,0.00453751102393828,true,95243,13591,0,94300,943,463,13128,81172,480,0.591336914206869,0.167668920296064
rlpA,rlpA,50,7,11,10,24,0.725802142969115,0.456669807261393,3.22736273269158,-16.8211507564075,-0.0113155812795308,stability,14,26,1.18519478190063,50,0.016219897824735,true,95243,13616,0,94300,943,464,13152,81148,479,0.590279489328141,0.167313703526804
nadR,nadR,30,10,14,6,16,0.0878176977400616,0.0429864788975657,3.38721317634718,4.35544272595135,0.0243477346149412,stability,10,14,1.18085240837058,30,0.00379651330892037,true,37370,5888,0,37000,370,165,5723,31277,205,0.655433705278639,0.227336187594524
arnB,arnB,50,2,4,10,24,0.476874018195973,0.297561551754474,2.96697960312651,33.8549056890102,-0.00645755333331942,stability,14,26,1.18016170861971,50,0.010852778245305,true,95243,13727,0,94300,943,465,13262,81038,478,0.589846738567092,0.168226826814554
fur,fur,50,6,11,10,24,0.424565445867073,0.264011003430342,2.30102999566398,-3.56859639555137,-0.022479478763912,stability,14,26,1.17972780527223,50,0.00972103430004359,true,95243,13736,0,94300,943,466,13270,81030,477,0.588670862643465,0.167632239211991
tusC,tusC,20,2,2,4,12,0.459364483530133,0.236237068365855,3.15655021969315,-8.05761614030974,-0.000207148188621502,expression/solubility,8,8,1.17734838537145,20,0.02368961238838,true,49086,5532,0,48600,486,257,5285,43315,229,0.52868521297472,0.108719896909393
secG,secG,50,2,3,10,24,0.895719934869644,0.567117189672748,2.30102999566398,-4.44560579237111,-0.0320580199437929,expression/solubility,14,26,1.17678418077247,50,0.0199455643952605,true,95243,13817,0,94300,943,467,13350,80950,476,0.588017294626313,0.168094879727222
fucU,fucU,50,3,4,10,24,0.827341423597527,0.52334504959633,2.30102999566398,-6.98090281280605,-0.0277476485028265,stability,14,26,1.17569995744879,50,0.0184690205836952,true,95243,13845,0,94300,943,468,13377,80923,475,0.586977744275422,0.167777805238725
rsgA,rsgA,30,2,10,6,16,0.23851519696376,0.13191040354099,3.11854445045861,0.868225665748554,0.0281466845373207,stability,10,14,1.17529563648202,30,0.0090704661970725,true,37370,5939,0,37000,370,166,5773,31227,204,0.653280814679604,0.227192177297913
yaeQ,yaeQ,20,4,5,4,12,0.187042576506409,0.0900795868020087,3.35065567165557,0.78271562006187,0.061283551201901,stability,8,8,1.17288769574116,20,0.0103337887822167,true,49086,5577,0,48600,486,258,5329,43271,228,0.526911788495759,0.108833834143174
yedD,yedD,50,4,10,10,24,0.205798884888517,0.123862645332725,3.30312890075417,-1.64436650437111,-0.0100523786861216,stability,14,26,1.17204617294503,50,0.0049934795017448,true,95243,13925,0,94300,943,469,13456,80844,474,0.586314383256642,0.168218472091714
erpA,erpA,50,3,4,10,24,0.353878797716368,0.21944844969235,3.43156950670415,3.22021794726439,0.00400964726577654,stability,14,26,1.16845568951327,50,0.00821782785789779,true,95243,14020,0,94300,943,470,13550,80750,473,0.585758513931888,0.168872933271853
recF,recF,20,5,8,4,12,0.770862605319576,0.405203573516674,3.3254658108749,0.000171704492867007,-0.0108500540794455,stability,8,8,1.1680988827853,20,0.0391297172259721,true,49086,5617,0,48600,486,259,5368,43232,227,0.525074019245004,0.108826151942362
srmB,srmB,20,19,24,4,12,0.156628218619331,0.0738976553089239,3.35806980578068,1.56448886885607,0.0312176088667629,stability,8,8,1.16783922845939,20,0.00885508909256547,true,49086,5619,0,48600,486,260,5369,43231,226,0.522773010108487,0.107952626587403
ydcT,ydcT,40,2,3,8,20,0.195973418448062,0.113738868744821,3.31418616680482,13.3624304237926,0.00889815449188619,stability,12,20,1.16729359431431,40,0.00587074166714865,true,38784,6088,0,38400,384,173,5915,32485,211,0.649530552562721,0.222079376786618
gph,gph,20,5,7,4,12,0.715626115932562,0.37579755698757,3.36408042134964,12.0164343900844,-0.0043334625432058,stability,8,8,1.16562935005703,20,0.036442604903562,true,49086,5645,0,48600,486,261,5394,43206,225,0.520761005415914,0.107623941119289
yqhC,yqhC,20,2,4,4,12,0.396345409114372,0.203876898482062,3.31754908208917,11.5192187615727,0.0232831540435169,stability,8,8,1.16042470742269,20,0.0207325504835837,true,49086,5684,0,48600,486,262,5432,43168,224,0.518902891030393,0.107583225346454
nfsB,nfsB,50,2,13,10,24,4.20876040045494,2.71062067455409,3.32479771825546,8.60639790541764,-0.00295225867457291,stability,14,26,1.15998343581635,50,0.0922513004215267,true,95243,14225,0,94300,943,471,13754,80546,472,0.586000546271696,0.171122112811484
ybgJ,ybgJ,30,2,3,6,16,0.0762278219930425,0.0366015637838254,2.30102999566398,-1.53536687721878,-0.0288684376428746,stability,10,14,1.159397153185,30,0.00341783297469373,true,37370,6077,0,37000,370,167,5910,31090,203,0.652943068510775,0.23107146915561
ompT,ompT,50,3,7,10,24,1.5362750470577,0.984550452610196,3.22418293312449,40.5322820827012,-0.00229920883168369,stability,14,26,1.15817805919972,50,0.0340266328569752,true,95243,14266,0,94300,943,472,13794,80506,471,0.585049561523365,0.170978255331638
hxpA,hxpA,20,2,4,4,12,0.0851431533597643,0.0355614321777928,3.40998568178044,6.16493064344474,0.00986566419571689,stability,8,8,1.1580320776775,20,0.00535193736617066,true,49086,5705,0,48600,486,263,5452,43148,223,0.516825808843979,0.107138186685071
rpsI,rpsI,50,3,16,10,24,0.39800281749378,0.24880579263208,3.32972455679153,0.803835518943497,0.0185255020040169,stability,14,26,1.15733995071725,50,0.00920812449329151,true,95243,14291,0,94300,943,473,13818,80482,470,0.583981511393852,0.170601617852859
cpxA,cpxA,30,5,17,6,16,0.103038959567665,0.0525733899897222,3.32462819892346,8.44930156422573,0.0237665841941975,stability,10,14,1.15611498293432,30,0.00436509952062527,true,37370,6107,0,37000,370,168,5939,31061,202,0.65033321528605,0.229900533665705
yjgA,yjgA,50,7,18,10,24,0.277012528903031,0.170688549067038,3.32529761329846,0.000214937708013179,-0.0025098803865509,stability,14,26,1.155413089767,50,0.00657303440262803,true,95243,14340,0,94300,943,474,13866,80434,469,0.58308675435761,0.170571327762081
ybiS,ybiS,50,2,9,10,24,4.0236476355528,2.59572564758871,3.41548896016084,33.4706023573097,0.000492917950343898,stability,14,26,1.15410162391754,50,0.0883756036712836,true,95243,14373,0,94300,943,475,13898,80402,468,0.582075072759384,0.170309039183367
yidC,yidC,50,2,16,10,24,0.395236046310433,0.247482285685659,3.34454448325551,-10.2727925531349,-0.00446902651600479,stability,14,26,1.15172847648477,50,0.00916347929230546,true,95243,14439,0,94300,943,476,13963,80337,467,0.581301268406836,0.170519109469846
ydcJ,ydcJ,20,6,9,4,12,0.240350756639147,0.120026726530389,3.31039441687866,5.44902540813949,0.0235664796786773,stability,8,8,1.15073469194774,20,0.0130703487683482,true,49086,5760,0,48600,486,264,5506,43094,222,0.515152921520397,0.107440605526186
lptD,lptD,50,17,32,10,24,0.456162859372013,0.287213745665212,3.35388661524461,3.80201923350128,0.021331707696622,stability,14,26,1.14890656410228,50,0.0105037208536009,true,95243,14505,0,94300,943,477,14028,80272,466,0.580526210882998,0.170725821515025
rnhB,rnhB,20,5,10,4,12,0.236920246056377,0.118325355686722,3.31237647935903,11.2040075747396,0.0232918914178573,stability,8,8,1.14785143464685,20,0.0129148780484538,true,49086,5786,0,48600,486,265,5531,43069,221,0.513130093570782,0.107098964058113
hypF,hypF,30,2,6,6,16,0.276874776804837,0.15626439580517,4.30102999566398,5.76587651445024,0.0327797435641134,expression/solubility,10,14,1.14704616292747,30,0.0105148672213721,true,37370,6186,0,37000,370,169,6017,30983,201,0.648742858987187,0.23097549009029
ydiJ,ydiJ,40,11,23,8,20,0.0730988707126497,0.0368437013474086,2.30102999566398,-1.3897391510439,-0.0357359849227094,stability,12,20,1.14642606482065,40,0.0026353763286451,true,38784,6298,0,38400,384,174,6124,32276,210,0.650638245135705,0.228994747885693
rcnB,rcnB,50,2,3,10,24,0.473297222064816,0.298675316310681,4.30102999566398,-8.53505399953272,0.0216177128784014,expression/solubility,14,26,1.14532546731803,50,0.010890348310651,true,95243,14588,0,94300,943,478,14110,80190,465,0.579872802095024,0.171171657689556
rpmB,rpmB,50,2,11,10,24,1.04659885522648,0.671379265487952,2.30102999566398,13.2624086227389,-0.0261147215324022,stability,14,26,1.14230376387651,50,0.0234625850974042,true,95243,14678,0,94300,943,479,14199,80101,464,0.579268673299959,0.171712649106182
gcvP,gcvP,50,5,32,10,24,0.665049209938981,0.423868752057843,2.88490406246322,5.95034087459245,-0.00379812790984032,stability,14,26,1.13985829450377,50,0.0151134361578148,true,95243,14735,0,94300,943,480,14255,80045,463,0.57842463614217,0.171780066420972
nei,nei,30,3,6,6,16,1.16910273920821,0.689555642863263,3.28961403525038,1.30947668662863,0.000451836254782209,stability,10,14,1.13788774100717,30,0.0421436209445835,true,37370,6263,0,37000,370,170,6093,30907,200,0.647102598116931,0.231929184136851
yebT,yebT,50,15,22,10,24,0.405176935615815,0.255110166299368,4.30102999566398,9.45598183815185,0.0202823367419037,expression/solubility,14,26,1.13780888878372,50,0.00942078679191293,true,95243,14790,0,94300,943,481,14309,79991,462,0.577564976059807,0.171816574686898
argS,argS,40,2,37,8,20,1.28544275055291,0.807779592361268,4.2272938207072,7.77445451410211,0.0189730153421534,stability,12,20,1.13494177465216,40,0.0350725156758249,true,38784,6410,0,38400,384,175,6235,32165,209,0.649774599720193,0.231505407386023
yciF,yciF,50,4,5,10,24,1.04481432102793,0.672122542470737,3.85931151754866,-9.39496630491889,0.00743250293554973,stability,14,26,1.13339702396132,50,0.0234876576898636,true,95243,14906,0,94300,943,482,14424,79876,461,0.577144574089839,0.172712309889457
ycjY,ycjY,40,4,8,8,20,0.194028760606232,0.114033791013909,2.41757643338592,9.48061327253465,-0.0100253254285475,stability,12,20,1.13310843168854,40,0.00588315052610892,true,38784,6433,0,38400,384,176,6257,32143,208,0.647108235074511,0.23005433107166
mtfA,mtfA,20,3,3,4,12,0.177931421596009,0.0868982626337509,3.46717145418121,0.499546079986472,0.0800801533114298,stability,8,8,1.13303333364893,20,0.01004308040403,true,49086,5911,0,48600,486,266,5655,42945,220,0.51228315286995,0.108908316897728
adiC,adiC,20,2,2,4,12,0.211120754519129,0.105169834831286,2.68596581783638,14.0562338365037,-0.0176143409333316,expression/solubility,8,8,1.13072392768141,20,0.0117127307884405,true,49086,5935,0,48600,486,267,5678,42922,219,0.510227855179162,0.108504635269936
chbB,chbB,40,2,2,8,20,7.47030796816579,4.747278027921,3.42627822561408,5.55632053186867,0.0196773938251919,stability,12,20,1.12992373026722,40,0.200826972306708,true,38784,6454,0,38400,384,177,6277,32123,207,0.644398094823024,0.228524680294018
mtlD,mtlD,30,11,18,6,16,0.388259158934676,0.224107514478559,3.08216448514735,-1.07993894168693,0.0302742963843756,stability,10,14,1.12907873563594,30,0.0145385471601908,true,37370,6336,0,37000,370,171,6165,30835,199,0.645370520512405,0.232673056079472
glsA1,glsA1,40,5,9,8,20,0.129340130799556,0.0730721863344026,2.30102999566398,-8.34919583772386,-0.0236840183378327,stability,12,20,1.12724624603549,40,0.00415969038582941,true,38784,6481,0,38400,384,178,6303,32097,206,0.641804530018382,0.227263705208194
yafK,yafK,40,2,5,8,20,0.456896160105999,0.282095713131364,3.09399921986853,2.71934756618341,0.0150651775525888,stability,12,20,1.12446355124436,40,0.0129543584569131,true,38784,6515,0,38400,384,179,6336,32064,205,0.63934630738523,0.226307162211889
potB,potB,50,3,6,10,24,0.303387149896473,0.189952012522179,3.97805953686518,-6.00486040557969,0.0137427932800922,expression/solubility,14,26,1.12179013803952,50,0.00722283922606931,true,95243,15224,0,94300,943,483,14741,79559,460,0.578187257255622,0.176460835594309
alsB,alsB,50,3,9,10,24,0.149302767580337,0.089244467493792,3.3419766585297,-0.936392342698418,0.0315210324137375,stability,14,26,1.12132529949823,50,0.0038257217415232,true,95243,15234,0,94300,943,484,14750,79550,459,0.576995600251414,0.175840601316288
pabC,pabC,40,4,6,8,20,0.169290282680996,0.0987966748425547,4.30102999566398,9.77923532549523,0.0189720449660699,stability,12,20,1.12064342264693,40,0.0052420486313075,true,38784,6551,0,38400,384,180,6371,32029,204,0.63692278872272,0.225435282608469
mdaB,mdaB,50,4,10,10,24,0.248894529443974,0.154593987749566,3.28317988362132,3.5334294468128,0.0242809488851619,stability,14,26,1.11701721773285,50,0.00603012457752731,true,95243,15336,0,94300,943,485,14851,79449,458,0.576470440156578,0.176518814572481
mdoC,mdoC,30,2,4,6,16,0.294033126083002,0.16855256428963,3.40257236876735,-4.76278577150975,0.0229863840263019,stability,10,14,1.11601158605593,30,0.0112436612093634,true,37370,6463,0,37000,370,172,6291,30709,198,0.644762121853528,0.235825494684916
