representative,clustername,nObs,min_qupm,max_qupm,nCoeffsH0,nCoeffsH1,rssH0,rssH1,pEC50H1,slopeH1,pEC50_slopeH1,detected_effectH1,df1,df2,F_statistic,nObsRound,rssH1Squeezed,dataset,max_rank,rank,is_decoy,all_null,all_true,true_cumsum,null_cumsum,remaining_null,remaining_true,pi,FDR
eco,eco,50,3,7,10,24,0.622433200176217,0.294546952720693,2.36922563609099,-8.19397522346441,-0.0224149134514815,expression/solubility,14,26,2.17842562947398,50,0.0107510882767563,true,95243,3437,0,94300,943,248,3189,91111,695,0.762805808299766,0.0980882146237078
rplE,rplE,50,8,18,10,24,0.421870111604746,0.195689130550503,3.10640870271541,-0.959808708379791,0.0236700795850881,stability,14,26,2.17839614626202,50,0.00741636657259958,true,95243,3438,0,94300,943,249,3189,91111,694,0.761708245985666,0.097553718732863
xylB,xylB,50,2,8,10,24,1.13712939631827,0.549077341306084,3.3993984086922,4.33890171234144,0.0164115606097235,stability,14,26,2.17219019590259,50,0.0193370351704872,true,95243,3464,0,94300,943,250,3214,91086,693,0.760819445359331,0.0978109478953956
ygiN,ygiN,50,2,6,10,24,0.328596167492064,0.149971503609235,4.30102999566398,-6.71633295109768,0.0124024431192377,stability,14,26,2.1720254506419,50,0.00587419662107946,true,95243,3466,0,94300,943,251,3215,91085,692,0.759729922599769,0.0973120199664645
ptsH,ptsH,50,4,6,10,24,0.725058840677595,0.345974255027639,2.5647695625808,-5.41767557696706,-0.0184762479606151,expression/solubility,14,26,2.16865083350746,50,0.0124858598651285,true,95243,3476,0,94300,943,252,3224,91076,691,0.758707013922438,0.0970663259081723
nirC,nirC,50,2,4,10,24,0.387536051541632,0.179237425728089,3.77653182914424,5.39203077939179,-0.013445631039738,expression/solubility,14,26,2.16842814611162,50,0.00686140940343158,true,95243,3477,0,94300,943,253,3224,91076,690,0.757609029821248,0.0965427475155614
dps,dps,50,15,16,10,24,1.06676839144368,0.515195236083442,4.29681691467672,12.0410901817202,0.0050342562787992,stability,14,26,2.16543095882492,50,0.0181941069814163,true,95243,3485,0,94300,943,254,3231,91069,689,0.756569194786371,0.0962391759194789
nrdF,nrdF,50,2,3,10,24,0.257535306777629,0.115244701935367,3.24148643589456,-3.58099323751013,0.00397616202091053,stability,14,26,2.16119530800219,50,0.0047027747071066,true,95243,3503,0,94300,943,255,3248,91052,688,0.755612177656724,0.0962442491383936
mhpR,mhpR,20,4,6,4,12,0.0831061649303498,0.0181329147590532,3.3489367211021,1.82210148727942,0.027983758239117,stability,8,8,2.1604027718865,20,0.00375932505600337,true,49086,1825,0,48600,486,159,1676,46924,327,0.696871536953371,0.0734563959706824
yhaH,yhaH,30,2,2,6,16,0.478955316529355,0.198225644631143,3.27069460659608,8.30848060916859,0.0186302218310894,stability,10,14,2.15887281992063,30,0.0130035298655773,true,37370,2006,0,37000,370,86,1920,35080,284,0.80957810718358,0.180743019278195
cytR,cytR,40,3,10,8,20,0.463009141924882,0.208156389742793,2.90557987692902,12.465730108199,-0.00621372077519329,expression/solubility,12,20,2.15756903141753,40,0.0098433603000661,true,38784,1806,0,38400,384,82,1724,36676,302,0.823426764096412,0.173120456256368
nirD,nirD,40,2,3,8,20,0.648857186847235,0.297148619185853,3.34553662376497,0.124772984098293,0.262299994239579,expression/solubility,12,20,2.15702630792391,40,0.0135877097082439,true,38784,1807,0,38400,384,83,1724,36676,301,0.820700185407351,0.170468327667744
ybcJ,ybcJ,50,2,5,10,24,0.613578010620999,0.291774214587632,2.30102999566398,-4.81111056562517,-0.0344035857794994,expression/solubility,14,26,2.15677811400618,50,0.010657556881574,true,95243,3524,0,94300,943,256,3268,91032,687,0.754679673081993,0.0963395770168732
ypdA,ypdA,20,5,9,4,12,0.155837165534008,0.0464279556059504,3.30801278279468,7.40065773223825,0.0240811655376795,stability,8,8,2.1554500585134,20,0.00634491677828044,true,49086,1831,0,48600,486,160,1681,46919,326,0.694814467486519,0.0729989449903024
emtA,emtA,50,3,6,10,24,0.612537416073234,0.291582640140416,3.29230318253438,3.07466991852645,0.0260235881546087,stability,14,26,2.15239297061813,50,0.0106510945961112,true,95243,3536,0,94300,943,257,3279,91021,686,0.753672229485503,0.0961591922366913
trpE,trpE,20,4,14,4,12,3.8030754972309,1.46530378782547,3.15917549087276,-9.21134143857413,-0.0177538970234066,stability,8,8,2.14866616518836,20,0.136001333483121,true,49086,1844,0,48600,486,161,1693,46907,325,0.6928603406741,0.0728579227802019
hpt,hpt,50,5,14,10,24,0.576305530078287,0.274086272545258,2.75548200647062,2.55764970774067,0.0122446071566644,expression/solubility,14,26,2.14564237698167,50,0.01006089833766,true,95243,3563,0,94300,943,258,3305,90995,685,0.752788614759053,0.0964328051077003
mfd,mfd,30,3,42,6,16,0.371023674242267,0.151527760271418,3.33033907802008,2.05497673371127,0.0208642337976114,stability,10,14,2.14478321667701,30,0.0102339440305264,true,37370,2028,0,37000,370,87,1941,35059,283,0.807210701959554,0.180091491092356
livK,livK,50,3,8,10,24,0.186475010789192,0.0805266173523585,3.1361435902934,6.28492336305015,-0.00837020239192291,stability,14,26,2.14283667818801,50,0.00353164684242037,true,95243,3579,0,94300,943,259,3320,90980,684,0.751813585403385,0.0963714711791212
yibF,yibF,50,2,9,10,24,0.505700943548593,0.239316466314068,3.07549679231617,-7.06917280101864,-0.00700529616698329,stability,14,26,2.14079742193988,50,0.00888802577236255,true,95243,3596,0,94300,943,260,3336,90964,683,0.750846488720813,0.0963393802451012
pyrI,pyrI,50,3,9,10,24,0.337615078199676,0.155779713717922,3.26480471220037,-3.33612521538276,-0.0043703538407962,stability,14,26,2.13970001690638,50,0.00607012208136724,true,95243,3597,0,94300,943,261,3336,90964,682,0.749747152719757,0.0958297510142954
lptA,lptA,50,6,9,10,24,0.130660163825826,0.0528789287868461,4.30102999566398,-20.4141872193229,0.0197914230274727,expression/solubility,14,26,2.13765192022809,50,0.00259902112697162,true,95243,3600,0,94300,943,262,3338,90962,681,0.748664277390559,0.0953832579362475
rstA,rstA,20,6,8,4,12,0.400131165499084,0.142124501808554,2.30102999566398,16.7668158298098,-0.0159544958190833,stability,8,8,2.13728364259278,20,0.0150896363583227,true,49086,1859,0,48600,486,162,1707,46893,324,0.690934681082464,0.072804043247393
nudI,nudI,20,2,2,4,12,0.148416870174354,0.0439127832067326,4.17231281291301,-5.72719582779918,0.000544746175759132,stability,8,8,2.13619583847513,20,0.00611508113426403,true,49086,1860,0,48600,486,163,1707,46893,323,0.688802166634679,0.0721340673892882
hyaB,hyaB,50,5,9,10,24,0.165726063802862,0.0703935301409195,3.35489926389209,1.86316486576866,0.0239770862831978,stability,14,26,2.13474117673322,50,0.00318983245573558,true,95243,3617,0,94300,943,263,3354,90946,680,0.74769643524729,0.095352617635719
sdhA,sdhA,50,11,31,10,24,0.137722538812198,0.0564643817033521,3.02034313076841,-5.30091542883771,-0.0166398952882007,stability,14,26,2.1339057317566,50,0.00271996742537703,true,95243,3620,0,94300,943,264,3356,90944,679,0.746613300492611,0.0949103877444395
gshB,gshB,50,7,16,10,24,0.742996441345951,0.357975884716232,2.57343341491159,-6.42782893597822,-0.0152630121827634,stability,14,26,2.13343402231461,50,0.0128907048650407,true,95243,3625,0,94300,943,265,3360,90940,678,0.745546514185177,0.0945296712325357
glf,glf,40,9,22,8,20,0.274976465389138,0.119041168421368,3.32359325335364,-1.9406271490132,0.0250387528279498,stability,12,20,2.13241840874732,40,0.00609383600673433,true,38784,1854,0,38400,384,84,1770,36630,300,0.819000819000819,0.172575172575173
bglA,bglA,40,7,24,8,20,0.172824732519858,0.0698761075302766,3.33265562888073,-9.4878959277536,-0.0110792167233046,stability,12,20,2.13132749362021,40,0.0040252153215051,true,38784,1855,0,38400,384,85,1770,36630,299,0.816270816270816,0.169976393505805
galS,galS,20,2,3,4,12,0.564904857568918,0.207007238834865,3.34071211630053,2.64537424339236,0.0164141123104917,stability,8,8,2.12845776552364,20,0.0210185999771297,true,49086,1872,0,48600,486,164,1718,46882,322,0.68683076660552,0.0719497107944075
trpR,trpR,50,2,5,10,24,5.2675069757609,2.61492119038114,2.36252368788522,-14.5079656577571,-0.0268603072246216,expression/solubility,14,26,2.12832822370697,50,0.0890231173608203,true,95243,3642,0,94300,943,266,3376,90924,677,0.744577889226167,0.0944998103017872
qorB,qorB,20,7,7,4,12,0.072672955742735,0.0144596346006518,2.30102999566398,-5.18598598443552,-0.0164671541921157,stability,8,8,2.12540413157079,20,0.00342366189783518,true,49086,1877,0,48600,486,165,1722,46878,321,0.684756175604761,0.0714636445085696
tonB,tonB,50,5,11,10,24,0.257179259409498,0.116299932174943,3.11338087266229,-15.1686855260769,-0.0103991858614375,expression/solubility,14,26,2.12368568275946,50,0.00473837026348796,true,95243,3662,0,94300,943,267,3395,90905,676,0.743633463505858,0.094555640771625
anmK,anmK,30,5,7,6,16,0.194490446342947,0.0747081984961791,4.30102999566398,73.1492436554235,0.0248141819041542,expression/solubility,10,14,2.10962834789391,30,0.00567788387780956,true,37370,2086,0,37000,370,88,1998,35002,282,0.805668247528713,0.182923313472996
galF,galF,30,3,14,6,16,0.654456153451986,0.27915064914339,3.3429110448074,4.00491988274308,0.0208970650421184,stability,10,14,2.10809334884589,30,0.0178030780522154,true,37370,2089,0,37000,370,89,2000,35000,281,0.802857142857143,0.180417335473515
rfaB,rfaB,30,2,7,6,16,1.78805162461076,0.783536019135547,3.32154837083704,10.2695690602495,0.00441308950727149,stability,10,14,2.1051319643433,30,0.0477174648663214,true,37370,2099,0,37000,370,90,2009,34991,280,0.800205767197279,0.178623709588815
baeR,baeR,50,3,11,10,24,0.235597944819386,0.106123598410075,3.31655619289412,1.39824987663283,0.0298069445391582,stability,14,26,2.10420099248776,50,0.00439509706234435,true,95243,3755,0,94300,943,268,3487,90813,675,0.743285652935152,0.0967103384994357
flk,flk,40,2,4,8,20,2.19956541251907,1.05332810973076,3.26990271474635,2.27801052739114,0.0102630953811058,stability,12,20,2.10377569031135,40,0.0454039732811165,true,38784,1907,0,38400,384,86,1821,36579,298,0.814675086798436,0.172502713146506
ompC,ompC,50,13,14,10,24,0.842462025321433,0.410728106439686,3.51301914211655,3.6961602662506,0.0296558982878991,stability,14,26,2.10209823971339,50,0.0146701693005492,true,95243,3765,0,94300,943,269,3496,90804,674,0.742258050306154,0.0964659533037292
hsdS,hsdS,20,8,18,4,12,0.402148155219609,0.144844436509514,3.33193617926649,3.02805642641234,0.0257910155011609,stability,8,8,2.09692142781681,20,0.0153381831155438,true,49086,1930,0,48600,486,166,1774,46826,320,0.68338102763422,0.0730312013869342
glgB,glgB,40,13,18,8,20,0.299075490223664,0.132011647018668,2.30102999566398,4.58514412250166,-0.0211020580381046,expression/solubility,12,20,2.0968208542911,40,0.00663956909111175,true,38784,1916,0,38400,384,87,1829,36571,297,0.812118892018266,0.170731661322001
dcp,dcp,40,6,24,8,20,0.147536796954187,0.058565484842811,3.53000987877387,1.02406329605678,0.0465879165431774,stability,12,20,2.08892817425863,40,0.00354932069979511,true,38784,1935,0,38400,384,88,1847,36553,296,0.809783054742429,0.169962420694235
fruB,fruB,40,3,15,8,20,0.164494331973425,0.0669932756535907,3.30417822323034,3.46156430736179,-0.0178566247689754,stability,12,20,2.08126389975697,40,0.00390392012642011,true,38784,1951,0,38400,384,89,1862,36538,295,0.807378619519404,0.168914493207318
ydcL,ydcL,50,8,13,10,24,0.131318941557826,0.0542508577335684,3.08462113303317,-2.61851526442446,-0.00994667311789784,stability,14,26,2.08099788543686,50,0.00264529972318952,true,95243,3851,0,94300,943,270,3581,90719,673,0.741851210881954,0.0983914513395659
ybgI,ybgI,50,3,8,10,24,0.188213694951131,0.083084059931373,2.30102999566398,4.52964570620216,-0.026031923570053,stability,14,26,2.07557613311185,50,0.00361791577985146,true,95243,3872,0,94300,943,271,3601,90699,672,0.740912248205603,0.0984511072246634
rfaC,rfaC,40,2,12,8,20,0.592671306114372,0.276220794709314,4.30102999566398,-2.57952111786268,0.0149238059206053,stability,12,20,2.0752751015521,40,0.0127071711748957,true,38784,1959,0,38400,384,90,1869,36531,294,0.804795926747146,0.167129287454491
melA,melA,50,7,16,10,24,0.245093754336001,0.111882487530145,3.29447766680138,-0.965098351285597,0.00521828178267019,stability,14,26,2.07329409097758,50,0.00458935880227493,true,95243,3881,0,94300,943,272,3609,90691,671,0.73987496002911,0.098169438630333
dusB,dusB,30,3,10,6,16,0.113408074932336,0.0392702812950197,2.97268979138418,0.680723907219887,0.0816010769342677,stability,10,14,2.0731402524778,30,0.00357611085640287,true,37370,2164,0,37000,370,91,2073,34927,279,0.798808944369685,0.181970433151468
tatC,tatC,20,2,5,4,12,0.277548865967452,0.0964773340237888,3.32556115388095,-2.28378473165547,0.0155491418742899,stability,8,8,2.07300656020978,20,0.0109184128634245,true,49086,1975,0,48600,486,167,1818,46782,319,0.681886195545295,0.074231682844392
yddB,yddB,30,2,6,6,16,0.355759326175755,0.148169830396844,4.30102999566398,-5.1255659524344,0.00612401199747417,stability,10,14,2.06869797140536,30,0.0100347899330073,true,37370,2178,0,37000,370,92,2086,34914,278,0.79624219510798,0.180539262934266
dnaN,dnaN,50,5,14,10,24,0.189492268163439,0.0840391469358864,3.2643335711852,-2.57001990706788,-0.0132537466318447,stability,14,26,2.06358652605942,50,0.00365013325433544,true,95243,3925,0,94300,943,273,3652,90648,670,0.739122760568352,0.0988745905346382
yfcN,yfcN,20,4,4,4,12,0.0696449969103583,0.0139337665445104,3.32674729405734,6.3066064944337,0.0219086464678528,stability,8,8,2.06300710627018,20,0.00337560824418166,true,49086,1993,0,48600,486,168,1835,46765,318,0.679995723297338,0.0742733423958699
